day,month,year,siteID,species,project,habitat,plotNR,DURIN_plot,ageClass,DroughtTrt,DroughNet_plotID,plant_height,photoID_N,photoID_W,photo_comment,# branches>5mm,# broken_branches>5mm,# broken_branches<5mm,length_longest_branch_cm,number_segments,fruits or flowers,reproductive stem,#_branches_s1,#_branches_s2,alive_leaf_count_s1_y1_b1,dead_leaf_count_s1_y1_b1,fruits_s1_y1_b1,comment_reproductive_stem,alive_leaf_count_s2_b1,dead_leaf_count_s2_b1,fruits_s2_y2_b1,alive_leaf_count_s2_y1_b1,dead_leaf_count_s2_y1_b1,fruits_s2_y1_b1,alive_leaf_count_s2_y1_b2,dead_leaf_count_s2_y1_b2,fruits_s2_y1_b2,alive_leaf_count_s2_y1_b3,dead_leaf_count_s2_y1_b3,fruits_s2_y1_b3,alive_leaf_count_s2_y1_b4,dead_leaf_count_s2_y1_b4,fruits_s2_y1_b4,alive_leaf_count_s1_b2,dead_leaf_count_s1_b2,fruits_s1_y1_b2,alive_leaf_count_s2_b2,dead_leaf_count_s2_b2,alive_leaf_count_s2_y2_b1,dead_leaf_count_s2_y2_b1,leaf_scar_s1_y1_b1,leaf_scar_s2_y2_b1,leaf_scar_s2_y1_b1,leaf_scar_s2_y1_b2,leaf_scar_s2_y1_b3,leaf_scar_s2_y1_b4,leaf_scar_s1_b2,leaf_scar_b2_s2,branch_length_s1_y1_b1,branch_length_s2_y2_b1,branch_length_s1_b2,branch_length_s2_b2,branch_length_s2_y2_b1,branch_length_s2_y1_b1,branch_length_s2_y1_b2,branch_length_s2_y1_b3,branch_length_s2_y1_b4,Comment_smaller_branches,leaf_mass_s1_y1_b1,stem_mass_s1_y1_b1,fruit_s1_y1_b1,leaf_mass_s1_y1_b2,stem_mass_s1_y1_b2,detached_leaf_y1,s1_reproductive_part,leaf_mass_s2_y1_side_branches,stem_mass_s2_y1_side_branches,leaf_s2_y1_sb1,stem_s2_y1_sb1,fruit_s2_y1_b1,leaf_mass_s2_y2_b1,stem_mass_s2_y2_b1,dead_leaves_s2_y2_b1,s2_reproductive_part,s2_flowers,flower_mass,fruit_mass,reproductive_part_mass,Chopping technician,time spent on chopping,weighing date,Mass technician,weighing time,balance,REMAINING BRANCH PROCESSING >>>>>,Comment,#_branches_s1_remain,#_branches_s2_remain,#_branches_s3_remain,#_branches_s4_remain,#_branches_s5_remain,#_branches_s6_remain,#_broken_branches_remain,roots_remain,alive_leaf_count_s1_y1_total_remain,dead_leaf_count_s1_y1_total_remain,fruits_s1_y1_total_remain,alive_leaf_count_s2_total_remain,dead_leaf_count_s2_total_remain,fruits_s2_y2_total_remain,reproductive structure,alive_leaf_count_s2_y1_total_remain,dead_leaf_count_s2_y1_total_remain,fruits_s2_y1_total_remain,alive_leaf_count_s3_y3_total_remain,dead_leaf_count_s3_y3_total_remain,alive_leaf_count_s4_y4_total_remain,dead_leaf_count_s4_y4_total_remain,alive_leaf_count_s5_y5_total_remain,lost_leaves,leaf_scar_s1_y1_total_remain,leaf_scar_s2_y2_total_remain,leaf_scar_s2_y1_total_remain,leaf_scar_s3_y3_total_remain,leaf_scar_s4_y4_total_remain,leaf_scar_s5_y5_total_remain,leaf_scar_s6_y6_total_remain,branch_length_s1_y1_total_remain,branch_length_s2_y2_total_remain,branch_length_s2_y1_total_remain,branch_length_s3_y3_total_remain,branch_length_s4_y4_total_remain,branch_length_s5_y5_total_remain,branch_length_s6_y6_total_remain,Comment_smaller_branches_remain,leaf_mass_s1_y1_total_remain,stem_mass_s1_y1_total_remain,leaf_mass_s2_y2_total_remain,stem_mass_s2_y2_total_remain,s2_y2_b1_reproductive_structure,leaf_mass_s2_y1_total_remain,stem_mass_s2_y1_total_remain,leaf_mass_s3_y3_total_remain,stem_mass_s3_y3_total_remain,s3_reproductive_structure,leaf_mass_s4_y4_total_remain,stem_mass_s4_y4_total_remain,stem_mass_s5_y5_total_remain,stem_mass_s6_y6_total_remain,rooted_part_mass,remain_stem_mass,dead_stem,broken_stems,lost_leaf_mass,dead_leaves,remainin_ fruit,Chopping technician,time spent on chopping,weighing date,Mass technician,weighing time,Which balance
27,July,2023,Lygra,Vaccinium vitis-idaea,Field - Biomass,Open,1,LY_O_VV_1,,,,8.0,x,x,"accidentaly S1+S2 chopped before measuring length values measured separately and added, 1 S2 leaf partly eaten by an insect",2,0,0,9.3,4,absent,absent,0,0,9,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,23,26,0,0,0,0,0,0,0,no,0.04109,0.00622,0,,,,,0,0,0,0,0,0.06927,0.01159,0,0,,0,0,0,Elodie MANZANO,20',,,,,,"S3 is composed of 2 parts: S3 of the processed biomass (9 scars, 30mm) which is attached to the S3 of the other main branch (13 scars, 24mm) (see photo), both are considered S3, S2 is a bit eatten so it may miss 1 leaf scar (photo)",1,1,2,0,0,,0,no,7,0,0,0,0,0,,0,0,0,1,,0,,0,0,11,12,0,22,0,0,,17,20,0,54,0,0,,no,0.05507,0.00541,0,0.01013,0,0,0,0.00548,0.03579,,0,0,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,1,SE_O_VV_1,,,,23.2,x,x,"rooted part with several stems, 3 of which have leaves, other are broken (base taken as the intersection between the stem and the rooted part, see photo)",9,6,3,24.1,6,,,0,0,12,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,31,29,0,0,0,0,0,0,0,no,0.08952,0.0087,0,,,,,0,0,0,0,0,0.14142,0.0169,0,0,,0,0,0,Elodie MANZANO,30',,,,,,"several broken branches taken in a bag ""broken branches"", and the long horizontal part that seems to be rooted is taken in the ""remaining roots bag"", 1 broken branch with leaves, supposed to be S1 due to the thickness of the stem and the red colour of the leaves, hard to count the leaf scars on S6 so the value is a bit unsure, S1 and S2 leaves seem dead, had to cut the rooted part in 2 pieces to weigh it",1,2,3,2,2,2,6,yes,4,0,0,9,0,0,yes,0,0,0,15,,3,,0,0,10,25,0,28,29,21,11,33,70,0,101,103,94,69,no,0.01969,0.00887,0.13157,0.03282,0.00459,0,0,0.20848,0.07707,,0.08635,0.10895,0.12016,0.06633,0.38628,0,0,0.36622,0,0,0,Elodie MANZANO,,29/05/2024,Elodie MANZANO,20',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,2,SE_O_VV_2,,,,14.5,x,x,"no S1 due to flowers, adventitious roots at the base, base taken where roots start (see photo)",1,0,0,16.4,6,present,present,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,no,0,0,,,,,,0,0,,,,0.17588,0.01791,0,0.01014,,0,0,0,Elodie MANZANO,20',29/05/2024,Elodie MANZANO,10',precise,,,0,0,1,1,1,,0,yes,0,0,0,0,0,0,0,0,0,0,11,,6,,0,0,0,0,0,14,13,7,6,0,0,0,37,40,22,28,no,0,0,0,0,0,0,0,0.14523,0.03059,0,0.06366,0.04169,0.02588,0.02761,0.01351,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,3,SE_O_VV_3,,,,12.5,x,x,"leaves from S2 and S3 accidentally mixtes, identified and separated thanks to the photo",1,0,0,19.5,6,absent,absent,0,0,11,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,no,0.03984,0.00366,0,,,,,0,0,0,0,0,0.07956,0.01185,0,0,,0,0,0,Elodie MANZANO,20',30/05/2024,Elodie MANZANO,10',precise,,,0,0,1,1,1,1,0,no,0,0,0,0,0,0,0,0,0,0,6,,1,,0,0,0,0,0,12,11,12,10,0,0,0,25,32,32,61,no,0,0,0,0,0,0,0,0.06576,0.01702,,0.02039,0.02774,0.03256,0.05875,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,4,SE_O_VV_4,,,,11.6,x,x,,1,0,0,13.6,4,absent,absent,0,0,10,0,0,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,42,32,0,0,0,0,0,0,0,no,0.05564,0.1247,,,,,,0,0,,,,0.03051,0.01424,0.01366,0,,0,0,0,Elodie MANZANO,20',30/05/2024,Elodie MANZANO,10',precise,,S4 leaf scars are invisible,0,0,1,1,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,7,0,0,0,0,0,0,28,31,0,0,no,0,0,0,0,0,0,0,0,0.01408,,0,0.01316,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,5,SE_O_VV_5,,,,11.0,x,x,,1,0,0,9.9,4,absent,absent,0,0,10,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,no,0.0295,0.00375,0,,,,,0,0,0,0,0,0.05166,0.01093,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,"1 dead leaf on S3, measured as dead leaf",0,0,1,1,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,8,8,0,0,0,0,0,28,30,0,0,no,0,0,0,0,0,0,0,0,0.01592,,0,0.01923,0,0,0,0,0,0,0,0.00716,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Forested,1,SE_F_VV_1,,,,16.0,x,x,2 S1 leaves are partly eaten,3,0,0,17.4,4,absent,absent,0,0,10,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,29,42,0,0,0,0,0,0,0,no,0.04981,0.00806,,,,,,0,0,,,,0.10251,0.02182,,0,,0,0,0,Elodie MANZANO,,,,,,,"5 S1 leaves partly / almost totally eaten, reproductive structure on S3 which never grew up",2,1,1,1,0,0,0,no,12,0,0,8,0,0,yes,0,0,0,8,0,2,,0,0,27,11,0,14,12,0,0,78,32,0,45,59,0,0,no,0.03834,0.0217,0.05829,0.01331,0,0,0,0.11023,0.0416,0.00231,0.02695,0.06415,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Forested,3,SE_F_VV_3,,,,13.5,x,x,,4,2,0,13.6,5,absent,absent,0,1,10,0,0,,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,27,17,0,0,0,29,0,0,0,no,0.04949,0.00647,0,,,,,0.05076,0.00701,0,0,0,0.03289,0.01001,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,"S5 is broken in the middle, S4 is a side branch of S5, broken also at the top, see photo. S4 leaf is dead and then measured as dead leaf",0,0,1,1,1,0,1,no,0,0,0,0,0,0,no,0,0,0,6,0,0,1,0,0,0,0,0,10,4,3,0,0,0,0,46,34,27,0,no,0,0,0,0,0,0,0,0.04551,0.02757,,0,0.02199,0.0216,0,0,0,0,0.00273,0,0.00237,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Forested,2,SE_F_VV_2,,,,14.4,x,x,"seems like 3 individuals, one of which is just a broken dead stem (called C), here is A, the processed stem is brown, has lost a lot of leaves in S2",3,1,0,18.5,6,absent,absent,0,0,10,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,no,0.03923,0.0031,0,,,,,0,0,0,0,0,0.01687,0.00915,0,0,,0,0,0,Elodie MANZANO,,,,,,,"S6 leaf scars are difficult to count, probably underestimated",2,2,3,3,1,1,1,no,26,0,0,28,0,0,no,0,0,0,20,0,5,0,0,0,29,34,0,48,39,11,8,59,54,0,92,101,39,54,no,0.23556,0.0209,0.34022,0.0338,0,0,0,0.23169,0.07469,,0.03409,0.09675,0.04999,0.11039,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Forested,2,SE_F_VV_2,,,,14.4,x,x,"seems like 3 individuals, one of which is just a broken dead stem (called C), here is B",1,0,0,7.3,1,absent,absent,0,0,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,no,0.03921,0.02502,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,no remaining stuff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,Elodie MANZANO,,,,,
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Forested,2,SE_F_VV_2,,,,14.4,x,x,"seems like 3 individuals, one of which is just a broken dead stem (called C), here is C",1,1,0,11.7,5,absent,absent,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,Elodie MANZANO,,,,,,,"broken branch, not entirely sure that it is from A",0,0,0,0,0,0,1,no,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.09335,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Forested,4,SE_F_VV_4,,,,13.1,x,x,,4,1,0,16.5,6,absent,absent,0,0,10,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,29,12,0,0,0,0,0,0,0,no,0.06949,0.00861,0,,,,,0,0,0,0,0,0.03073,0.00525,0,0,,0,0,0,Elodie MANZANO,,,,,,,,2,2,2,2,1,1,1,no,18,0,0,12,0,0,no,0,0,0,10,0,9,0,0,0,23,23,0,28,28,13,6,37,26,0,47,76,35,14,no,0.07588,0.00952,0.05993,0.01027,0,0,0,0.13693,0.03345,,0.09857,0.06226,0.0361,0.02323,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Forested,5,SE_F_VV_5,,,,18.9,x,x,"seems like 2 individuals, but in fact it is one individual with a broken branch, see photo",3,0,0,18.5,4,absent,absent,0,1,14,0,0,,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,13,0,0,0,0,0,43,54,0,0,0,28,0,0,0,no,0.1458,0.02146,0,,,,,0.04462,0.00798,0,0,0,0.20488,0.05273,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,"S5 broken into 2 pieces, the processed part had its S3 attached to the S5 of the entire sample, S2 is actually broken at the top, S5 leaf scars are not visible",1,1,2,1,1,0,0,no,8,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,10,16,0,31,12,0,0,15,35,0,90,33,40,0,no,0.04816,0.00567,0.09024,0.02229,0,0,0,0.08497,0.09564,,0,0.02853,0.04738,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,3,KA_F_VV_3,,,,18.0,X,X,"S2 is ended by a reproductive bud, 2 S1 side branches, one of them is taken as the main S1",2,0,0,18.1,4,absent,present,0,1,10,0,0,,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,13,0,0,0,0,0,32,68,0,0,0,22,0,0,0,no,0.08382,0.01223,0,,,,,0.03617,0.00561,0,0,0,0.37187,0.06361,0,0.00107,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise,,,0,0,1,1,0,0,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,60,27,0,0,no,0,0,0,0,0,0,0,0.00137,0.0752,,0,0.03521,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,2,KA_O_VV_2,,,,10.0,x,x,,4,1,1,17.8,4,absent,absent,0,0,12,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,25,24,0,0,0,0,0,0,0,no,0.05723,0.00592,0,,,,,0,0,0,0,0,0.06925,0.00965,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise,,"S4 has some roots, S4 leaf scars are not visible, 1 tiny leaf lost when processing",2,2,1,1,0,0,0,yes,20,0,0,19,0,0,no,0,0,0,6,0,0,0,0,1,23,24,0,12,0,0,0,41,46,0,55,79,0,0,no,0.08956,0.00874,0.10176,0.01714,0,0,0,0.05783,0.04952,,0,0.04192,0,0,0,0,0,,0,0,0,Elodie MANZANO,,29/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,2,KA_F_VV_2,,,,13.5,,,reproductive bud which is part of S1,2,0,0,19.3,,absent,present,0,0,6,0,0,yes,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,30,26,0,0,0,0,0,0,0,no,0.07377,0.00939,0,,,,0.0033,0,0,0,0,0,0.0728,0.0116,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise,,,1,1,2,1,1,0,0,no,12,0,0,10,0,0,no,0,0,0,9,0,7,0,0,1,14,16,0,23,12,7,0,28,68,0,81,53,43,0,no,0.07848,0.00954,0.22361,0.05663,0,0,0,0.12427,0.07478,,0.14499,0.04484,0.04741,0,0,0,0,0,0.00779,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,5,KA_F_VV_5,,,,17.0,x,x,,2,0,0,14.1,3,absent,absent,0,1,10,0,0,no,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,10,0,0,0,0,0,31,57,0,0,0,23,0,0,0,no,0.07513,0.01038,0,,,,,0.03512,0.00528,0,0,0,0.16191,0.04402,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,,0,0,1,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,50,0,0,0,no,0,0,0,0,0,0,0,0.0096,0.04793,0,0,0,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,1,KA_F_VV_1,,,,14.6,x,x,,1,0,0,14.8,4,absent ,absent,0,0,9,0,0,no,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,25,45,0,0,0,0,0,0,0,no,0.06366,0.00713,0,,,,,0,0,0,0,0,0.09836,0.02521,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,,0,0,1,1,0,0,0,no,0,0,0,0,0,0,no,0,0,0,1,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,45,34,0,0,no,0,0,0,0,0,0,0,0.0128,0.03881,,0,0.03345,0,0,0,0,0,,0,0,0,Elodie MANZANO,,29/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,4,KA_F_VV_4,,,,15.9,x,x,,1,0,0,13.2,3,absent,absent,0,0,11,0,0,no,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,25,62,0,0,0,0,0,0,0,no,0.03989,0.00646,0,,,,,0,0,0,0,0,0.14376,0.03869,,,,,,,Elodie MANZANO,,,,,,,,0,0,1,0,0,0,0,no,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,47,0,0,0,no,0,0,0,0,0,0,0,0,0.03393,,0,0,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,4,KA_O_VV_4,,,,7.0,x,x,"Length forgot to be noted, calculated as the sum of S1 + S2 + S3 length",1,0,0,6.7,3,absent,absent,0,0,10,0,0,no,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,no,0.05324,0.00439,0,,,,,0,0,0,0,0,0.06882,0.018,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,"roots on the horizontal part, S3 is cut at the begining of this rooted part",0,0,1,0,0,0,0,yes,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,28,0,0,0,no,0,0,0,0,0,0,0,0,0.01913,0,0,0,0,0,0.01617,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,5,KA_O_VV_5,,,,10.4,x,x,S1 is a side branch attached to S2 as S2 seems ended by a reproductive bud,3,0,0,12.1,5,absent,present,0,0,11,0,0,no,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,no,0.05226,0.00462,0,,,,,0,0,0,0,0,0.12768,0.01098,0,0.0007,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,S5 leaf scars not visible,2,2,1,1,1,0,0,no,19,0,0,16,0,0,no,0,0,0,3,0,2,0,0,0,23,23,0,15,12,0,0,33,32,0,33,33,21,0,no,0.08881,0.00959,0.08024,0.01273,0,0,0,0.02509,0.029,0,0.03316,0.03909,0.01749,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,3,KA_O_VV_3,,,,11.3,x,x,,2,0,1,11.9,4,absent,absent,0,0,13,0,0,no,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,19,26,0,0,0,0,0,0,0,no,0.05171,0.00463,0,,,,,0,0,0,0,0,0.12822,0.01446,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,S3 is broken at the top,1,1,1,1,0,0,1,no,16,0,0,8,0,0,0,0,0,0,11,0,2,0,0,1,16,13,0,13,10,0,0,20,26,0,36,41,0,0,no,0.06655,0.00551,0.08997,0.01408,0,0,0,0.11661,0.03742,,0.00695,0.04329,0,0,0,0,0,,0.00159,0,0,Elodie MANZANO,,29/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,1,KA_O_VV_1,,,,10.9,x,x,,5,3,0,16.2,5,absent,absent,0,0,12,0,0,no,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,no,0.07155,0.00654,0,,,,,0,0,0,0,0,0.04594,0.00498,0,0,,0,0,0,Elodie MANZANO,,30/05/2024,Elodie MANZANO,10',precise,,"1 dead leaf attached to a dead branch, S5's top is supposed to be at the intersection with S4, then the dead branches are chopped of, S3 is broken at the top, it has a side branch which is S1, S5 leaf scars not visible",1,0,1,1,1,0,3,no,13,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,14,0,0,10,14,0,0,21,0,0,18,42,52,0,no,0.0468,0.0058,0,0,0,0,0,0.0825,0.0164,,0.0187,0.0357,0.0587,0,0,0,0.0755,,0,0.0083,0,Elodie MANZANO,,29/05/2024,Elodie MANZANO,20',unprecise